rank,word,reading,vid,sid,part_of_speech,meanings
1282,四,よん,1579470,1715924750,num,four
1283,噂,うわさ,1172590,1715423195,adj-no; n; vs,rumour; rumor; report; hearsay; gossip; common talk
1284,色々,いろいろ,1587850,30178754,adv; adj-na; adj-no; n,various; all sorts of; variety of; various colors (colours)
1285,兄,あに,1249900,1711637825,n,older brother; elder brother
1286,浮かぶ,うかぶ,1497430,960084647,v5; v5b,to float; to be suspended; to rise to the surface; to appear; to emerge; to show up; to loom (up); to come to mind; to have inspiration
1287,怒り,いかり,1445670,2644907628,n,anger; rage; fury; wrath; indignation
1288,放つ,はなつ,1516490,2622664429,vt; v5; v5t,"to fire (gun, arrow, questions, etc.); to shoot; to hit (e.g. baseball); to break wind; to set free; to release; to let loose; to emit (e.g. light); to give off (e.g. a scent); to send out (a person to carry out a duty); to set fire to"
1289,相変わらず,あいかわらず,1401310,509440413,adv; adj-no,as usual; as always; as before; as ever; still
1290,傷,きず,1580260,1711062755,n,wound; injury; cut; gash; bruise; scratch; scrape; scar; chip; crack; scratch; nick; flaw; defect; weakness; weak point; stain (on one's reputation); disgrace; dishonor; dishonour; (emotional) hurt; hurt feelings
1291,そうですね,そうですね,2008670,474705737,exp,"that's so, isn't it"
1292,背後,はいご,1472730,4123112573,adj-no; n,back; rear; background; behind the scenes
1293,なのです,なのです,2683060,3392202449,aux,it is assuredly that ...; can say with confidence that ...
1294,闇,やみ,1154910,2652846890,adj-no; n,darkness; the dark; bewilderment; despair; hopelessness; hidden place; secrecy; oblivion; black market; shady trading; underhand transactions; illegal channels
1295,痛み,いたみ,1587300,1510295485,n,pain; ache; soreness; grief; distress; damage; injury; wear; bruise; break
1296,普段,ふだん,1497180,2908863665,adj-no; n; adv,usual; normal; everyday; habitual; ordinary; usually; normally; generally; habitually; always
1297,生徒,せいと,1379380,2163256010,n,pupil; student; schoolchild
1298,綺麗,きれい,1591900,1925208510,adj-na,pretty; lovely; beautiful; fair; clean; clear; pure; tidy; neat; completely; entirely
1299,嘘,うそ,1172400,1715349680,adj-no; n; int,lie; fib; falsehood; untruth; mistake; error; unwise move; bad decision; no way!; unbelievable!; really?!
1300,かのように,かのように,2826769,2881254176,conj; exp,as if; as though
1301,手紙,てがみ,1327720,2434806129,n,letter; missive; note; mail
1302,じっと,じっと,1005870,936814896,adv; vs,"motionlessly (e.g. stand, wait); (be) still; fixedly (e.g. gaze, stare); intently (e.g. listen, think); patiently (endure); stoically; firmly (e.g. hold); restrained"
1303,だからこそ,だからこそ,2008870,1026902624,exp,for this reason
1304,テーブル,テーブル,1078630,1306853992,n,table
1305,下さる,くださる,1184280,1768023857,v5; v5aru,to give; to confer; to bestow; to kindly do for one; to oblige; to favour; to favor
1306,挨拶,あいさつ,1151120,1102394272,adj-no; n; vs; exp,greeting; greetings; salutation; salute; condolences; congratulations; speech (congratulatory or appreciative); address; reply; response; revenge; retaliation; a fine thing to say; dialoging (with another Zen practitioner to ascertain their level of enlightenment); relationship (between people); connection; intervention; mediation; mediator
1307,無駄,むだ,1530510,3944824167,adj-na; n,futility; waste; uselessness; pointlessness; idleness
1308,電話,でんわ,1443840,3633371468,adj-no; n; vs,telephone call; phone call; telephone (device); phone
1309,お願いします,おねがいします,1001720,1498192257,exp,please
1310,王,おう,1629200,1827253865,n; suf,king; ruler; sovereign; monarch; tycoon; magnate; champion; master; king (of the senior player)
1311,巨大,きょだい,1232180,1595443091,adj-na; n,huge; gigantic; enormous
1312,六,ろく,1585310,1711619990,num,six; 6
1313,さっさ,さっさ,1005190,4245887276,adv,promptly; immediately; quickly; without delay; indifferently
1314,光景,こうけい,1272950,752646240,n,scene; spectacle; sight; view
1315,黒,くろ,1287410,2649068045,n,black; black go stone; guilt; guilty person
1316,石,せき,2843288,1830478520,ctr,"counter for jewels in a watch; counter for transistors, diodes, etc. in an electronic product"
1317,村,むら,1406820,1953777095,n,village
1318,二つ,ふたつ,1461160,1421149719,num,two
1319,ござる,ござる,1270350,178644199,vi; v4; v4r,to be
1320,駄目,だめ,1409110,3581997021,adj-na; n,no good; not serving its purpose; useless; broken; hopeless; wasted; in vain; purposeless; cannot; must not; not allowed; neutral point (in go); intersection owned by neither player at the end of a game
1321,触る,さわる,1357980,1115279608,vi; vt; v5; v5r,to touch; to feel; to get involved (with); to approach; to be harmful to; to hinder; to interfere with; to irritate
1322,椅子,いす,1157070,3608847620,n,chair; stool; post; office; position
1323,おそらく,おそらく,1236650,2732310077,adv,perhaps; likely; probably; I dare say
1324,多分,たぶん,1407980,1560634979,adv; adj-na; adj-no,perhaps; probably; generous; many; much; great
1325,武器,ぶき,1498460,907453136,n,weapon; arms; ordnance; weapon (something used to gain an advantage); asset
1326,当てる,あてる,1448860,2672672516,vt; v1,to hit; to expose; to apply (e.g. patch); to put on; to put against; to hold on; to hold against; to allot; to call on someone (e.g. in class); to guess (an answer); to make a hit (e.g. in a lottery)
1327,肌,はだ,1476450,2780377145,n; suf,skin; body (in the context of intimate bodily contact); surface; grain (e.g. of wood); texture; disposition; temperament; character; type
1328,だよね,だよね,2733410,2417325521,exp,"it is, isn't it?; I know, right?; innit?"
1329,そいつ,そいつ,1006600,354416260,pn,he; she; that person; that guy; that fellow; that; that one; that thing
1330,恐怖,きょうふ,1236750,2691971288,n; vs,fear; dread; dismay; terror; horror; scare; panic
1331,命令,めいれい,1532160,1379473621,n; vs,order; command; decree; directive; (software) instruction; statement
1332,付き合う,つきあう,1597790,3581079748,vi; v5; v5u,to associate with; to keep company with; to go out with; to go steady with; to get on with; to go along with; to follow someone's lead; to accompany someone; to compromise
1333,本当に,,,,,
1334,口を開く,くちをひらく,2401910,301021854,exp; v5; v5k,to open one's mouth (to talk); to (start to) tell
1335,無い,ない,1529520,3396939927,adj-i; aux-adj,nonexistent; not being (there); unowned; not had; unpossessed; unique; not; impossible; won't happen; not; to not be; to have not
1336,おいしい,おいしい,1486650,3534294792,adj-i,delicious; tasty; sweet; attractive; appealing; convenient; favorable; desirable; profitable
1337,匂い,におい,1599760,3011629446,n,odour; odor; scent; smell; stench; aura; whiff; smacks of ...; sense; flavour; flavor
1338,格好,かっこう,1590480,1400282982,n; adj-na; adj-no; suf,shape; form; figure; posture; pose; appearance; state; situation; suitable; fit; reasonable; about
1339,す,す,2219050,2204762960,vs-c,to do
1340,マジ,マジ,1127680,1719936790,adj-na; n,serious; not joking; straight
1341,そうね,そうね,2008680,4293655573,exp,Oh well; yeah; good; OK
1342,尋ねる,たずねる,1369940,4197107510,vt; v1,to ask; to enquire; to inquire; to search; to look for; to look into; to investigate
1343,っていう,っていう,2757880,4198555242,conj,meaning; called; said
1344,いやいや,いやいや,1587620,3164697793,adv; n; int,unwillingly; grudgingly; reluctantly; shaking head in refusal (like a child); no!; no no!; not at all
1345,クラス,クラス,1044070,1992851642,n,class
1346,頬,ほお,1584160,2643959840,n,cheek (of face)
1347,階段,かいだん,1203090,2456444495,n,stairs; stairway; staircase
1348,それじゃ,それじゃ,1406050,2612641613,exp,well then ...; in that situation; in which case
1349,そう言う,そういう,1394680,293535456,adj-pn,such; like that; that sort of; very
1350,もはや,もはや,1294170,753253362,adv,already; now; no longer; not any more
1351,犬,いぬ,1258330,1828028600,n,dog (Canis (lupus) familiaris); squealer; rat; snitch; informer; informant; spy; loser; asshole; counterfeit; inferior; useless; wasteful
1352,いいえ,いいえ,1583250,162534383,int,no; nay; well; er; why; you're welcome; not at all; don't mention it
1353,もしかしたら,もしかしたら,1012510,4131956898,adv; exp,perhaps; maybe; perchance; by some chance; by any chance
1354,机,つくえ,1220210,1953822335,n,desk
1355,先ほど,さきほど,1388170,483090345,adv; n,a short while ago; a moment ago; just now; some time ago
1356,本物,ほんもの,1523180,3829283696,adj-no; n,genuine article; real thing; real deal
1357,勝負,しょうぶ,1346230,76712070,n; vs,victory or defeat; match; contest; game; bout
1358,真剣,しんけん,1363650,3865715590,adj-na; n,serious; earnest; real sword (as opposed to a wooden practice weapon)
1359,ゲーム,ゲーム,1048400,1788286098,n,game
1360,そうそう,そうそう,1006640,577251389,adv; int,"so much; so often; so long; particularly; especially; oh, yes!; that's it; I remember; that's right; quite; indeed"
1361,七,なな,1319210,1737107510,num,seven
1362,レベル,レベル,1145910,4042732621,n,level; standard; amount; degree; grade; rank; class; level (plane); floor; storey (story); layer; stratum; spirit level; (surveyor's) level; minor release sequence number (software versioning); rebel
1363,鋭い,するどい,1174890,1330636084,adj-i,sharp (blade); pointed; sharp (pain); stabbing; cutting (remark); stinging; pointed (question or look); screeching (noise); perceptive; keen; quick (mind); astute; shrewd; discerning; nimble; agile; quick
1364,まずい,まずい,1495000,3979974939,adj-i,bad (taste); unpalatable; unsavoury; unsavory; awful; terrible; unpleasant; poor; unskillful; unskilful; bungling; clumsy; ugly; unattractive; homely; plain; awkward; problematic; troublesome; unfavorable; unfavourable; unwise
1365,星,ほし,1376310,1953087620,n,"star (usu. not including the Sun); planet (usu. not including Earth); heavenly body; star (glyph, symbol, shape); star (actor, player, etc.); small dot; spot; fleck; star point (in go); hoshi; intersection marked with a dot; perp; perpetrator; mark; offender; suspect; bullseye; one's star (that determines one's fate); one's fortune; point; score"
1366,口調,くちょう,1276610,1001979505,n,tone (of voice); manner of talking
1367,あたり,あたり,1448780,838293871,n; suf,hit; success; guess; prediction; affability; friendliness; sensation; touch; bruise (on fruit); situation in which a stone or chain of stones may be captured on the next move (in the game of go); bite (of a fish on a hook); strike; per; each
1368,姉,あね,1307630,1718076260,n,older sister; elder sister
1369,教室,きょうしつ,1237150,2977449844,n,classroom; lecture room; department (in a university); class; lessons; course; school (for a particular discipline); teaching establishment
1370,揺れる,ゆれる,1545710,1494225451,vi; v1,to shake; to sway; to waver
1371,体,からだ,1409140,1737569915,n,body; torso; trunk; build; physique; frame; figure; health; constitution; corpse; dead body
1372,あるいは,あるいは,1586850,526712200,conj; adv,or; either ... or; maybe; perhaps; possibly; some ... and others ...; sometimes ... and at other times ...
1373,方がいい,,,,,
1374,ちなみに,ちなみに,1168650,1037091684,conj,by the way; in this connection; incidentally; in passing
